loan_id,month_index,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,loss_severity_band,last_updated_at,source_system,document_status,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,next_state,exception_required,exception_type
1253,3,2018-11,2018-08,4,177,316259.2578079501,312476.0132663536,4.838208118318447,700-750,LTV_60-70,DTI_0-36,NY,REFINANCE,INVESTMENT,CONDO,Servicer_C,DELINQUENT,106,0,0,0,LOW,2018-11-13,Servicer_C_SYSTEM,COMPLETE,1,1,1,0,DEFAULT,1,DELINQUENCY_ALERT
1253,4,2018-12,2018-08,5,176,316259.2578079501,310274.4620271882,4.838208118318447,700-750,LTV_60-70,DTI_0-36,NY,REFINANCE,INVESTMENT,CONDO,Servicer_C,DELINQUENT,94,0,0,0,LOW,2018-12-13,INVESTOR_SYSTEM,COMPLETE,1,1,1,0,CURRENT,1,DELINQUENCY_ALERT
1253,5,2019-01,2018-08,6,175,316259.2578079501,309793.3545632098,4.838208118318447,700-750,LTV_60-70,DTI_0-36,NY,REFINANCE,INVESTMENT,CONDO,Servicer_C,DELINQUENT,61,0,0,0,LOW,2019-01-13,Servicer_C_SYSTEM,COMPLETE,1,0,0,0,PREPAID,0,NONE
1253,6,2019-02,2018-08,7,174,316259.2578079501,308298.8126988446,4.838208118318447,700-750,LTV_60-70,DTI_0-36,NY,REFINANCE,INVESTMENT,CONDO,Servicer_C,DEFAULT,150,0,0,1,LOW,2019-02-13,Servicer_C_SYSTEM,COMPLETE,0,0,0,0,CURRENT,1,DELINQUENCY_ALERT
1253,7,2019-03,2018-08,8,173,316259.2578079501,305724.2358715576,4.838208118318447,700-750,LTV_60-70,DTI_0-36,NY,REFINANCE,INVESTMENT,CONDO,Servicer_C,DEFAULT,150,0,0,1,MEDIUM,2019-03-13,INVESTOR_SYSTEM,COMPLETE,0,0,0,0,DEFAULT,1,DELINQUENCY_ALERT
1254,0,2018-08,2018-08,1,360,201234.4219925573,201234.4219925573,6.009824637456381,700-750,LTV_90-100,DTI_0-36,OH,REFINANCE,PRIMARY,CONDO,Servicer_A,DELINQUENT,140,0,0,0,LOW,2018-08-13,Servicer_A_SYSTEM,COMPLETE,1,1,1,0,CURRENT,1,DELINQUENCY_ALERT
1254,1,2018-09,2018-08,2,359,201234.4219925573,200834.54240173922,6.009824637456381,700-750,LTV_90-100,DTI_0-36,OH,REFINANCE,PRIMARY,CONDO,Servicer_A,DELINQUENT,83,0,0,0,LOW,2018-09-13,Servicer_A_SYSTEM,COMPLETE,1,1,1,0,DELINQUENT,0,NONE
1254,2,2018-10,2018-08,3,358,201234.4219925573,200420.3053310835,6.009824637456381,700-750,LTV_90-100,DTI_0-36,OH,REFINANCE,PRIMARY,CONDO,Servicer_A,DELINQUENT,139,0,0,0,LOW,2018-10-13,INVESTOR_SYSTEM,COMPLETE,1,1,1,0,DEFAULT,1,DELINQUENCY_ALERT
1254,3,2018-11,2018-08,4,357,201234.4219925573,199870.15527920256,6.009824637456381,700-750,LTV_90-100,DTI_0-36,OH,REFINANCE,PRIMARY,CONDO,Servicer_A,DELINQUENT,89,0,0,0,LOW,2018-11-13,Servicer_A_SYSTEM,COMPLETE,1,1,1,0,DEFAULT,0,NONE
1254,4,2018-12,2018-08,5,356,201234.4219925573,199662.16575854688,6.009824637456381,700-750,LTV_90-100,DTI_0-36,OH,REFINANCE,PRIMARY,CONDO,Servicer_A,DELINQUENT,107,1,0,0,LOW,2018-12-13,Servicer_A_SYSTEM,COMPLETE,0,0,0,0,CURRENT,1,DELINQUENCY_ALERT
1254,5,2019-01,2018-08,6,355,201234.4219925573,198855.8717948559,6.009824637456381,700-750,LTV_90-100,DTI_0-36,OH,REFINANCE,PRIMARY,CONDO,Servicer_A,DEFAULT,150,0,0,1,MEDIUM,2019-01-13,Servicer_A_SYSTEM,COMPLETE,0,0,0,0,CURRENT,1,DELINQUENCY_ALERT
1254,6,2019-02,2018-08,7,354,201234.4219925573,198742.16475794208,6.009824637456381,700-750,LTV_90-100,DTI_0-36,OH,REFINANCE,PRIMARY,CONDO,Servicer_A,DEFAULT,150,0,0,1,MEDIUM,2019-02-13,INVESTOR_SYSTEM,COMPLETE,0,0,0,0,CURRENT,1,DELINQUENCY_ALERT
1255,0,2018-08,2018-08,1,180,420021.80154233205,420021.80154233205,5.833186078795833,0-600,LTV_90-100,DTI_50-63,IL,REFINANCE,PRIMARY,CONDO,Servicer_D,DELINQUENT,128,0,0,0,LOW,2018-08-14,Servicer_D_SYSTEM,COMPLETE,1,1,1,0,DEFAULT,1,DELINQUENCY_ALERT
1255,1,2018-09,2018-08,2,179,420021.80154233205,418267.9526904223,5.833186078795833,0-600,LTV_90-100,DTI_50-63,IL,REFINANCE,PRIMARY,CONDO,Servicer_D,DELINQUENT,115,0,0,0,LOW,2018-09-14,INVESTOR_SYSTEM,COMPLETE,1,1,1,0,DEFAULT,1,DELINQUENCY_ALERT
1255,2,2018-10,2018-08,3,178,420021.80154233205,416147.8233716799,5.833186078795833,0-600,LTV_90-100,DTI_50-63,IL,REFINANCE,PRIMARY,CONDO,Servicer_D,DELINQUENT,121,0,0,0,LOW,2018-10-14,INVESTOR_SYSTEM,COMPLETE,1,1,1,0,PREPAID,1,DELINQUENCY_ALERT
1255,3,2018-11,2018-08,4,177,420021.80154233205,414134.9010755037,5.833186078795833,0-600,LTV_90-100,DTI_50-63,IL,REFINANCE,PRIMARY,CONDO,Servicer_D,DELINQUENT,114,0,0,0,LOW,2018-11-14,Servicer_D_SYSTEM,COMPLETE,0,0,1,0,DEFAULT,1,DELINQUENCY_ALERT
1255,4,2018-12,2018-08,5,176,420021.80154233205,412424.9057490056,5.833186078795833,0-600,LTV_90-100,DTI_50-63,IL,REFINANCE,PRIMARY,CONDO,Servicer_D,DEFAULT,150,0,0,1,HIGH,2018-12-14,Servicer_D_SYSTEM,COMPLETE,0,1,0,0,DEFAULT,1,DELINQUENCY_ALERT
1255,5,2019-01,2018-08,6,175,420021.80154233205,409861.3247285581,5.833186078795833,0-600,LTV_90-100,DTI_50-63,IL,REFINANCE,PRIMARY,CONDO,Servicer_D,DEFAULT,150,0,0,1,LOW,2019-01-14,INVESTOR_SYSTEM,PENDING,0,0,0,0,PREPAID,1,DELINQUENCY_ALERT
1256,0,2018-08,2018-08,1,360,256767.72661252256,256767.72661252256,5.718421567349088,600-650,LTV_0-60,DTI_63+,MI,REFINANCE,PRIMARY,CONDO,Servicer_A,CURRENT,0,0,0,0,LOW,2018-08-14,Servicer_A_SYSTEM,COMPLETE,0,0,0,0,DEFAULT,0,NONE
1256,1,2018-09,2018-08,2,359,256767.72661252256,256247.61263228254,5.718421567349088,600-650,LTV_0-60,DTI_63+,MI,REFINANCE,PRIMARY,CONDO,Servicer_A,CURRENT,0,0,0,0,LOW,2018-09-14,Servicer_A_SYSTEM,PENDING,0,0,0,0,DEFAULT,0,NONE
1256,2,2018-10,2018-08,3,358,256767.72661252256,255699.4690491768,5.718421567349088,600-650,LTV_0-60,DTI_63+,MI,REFINANCE,PRIMARY,CONDO,Servicer_A,CURRENT,0,0,0,0,LOW,2018-10-14,Servicer_A_SYSTEM,COMPLETE,1,1,0,0,DEFAULT,0,NONE
1256,3,2018-11,2018-08,4,357,256767.72661252256,255144.3278025442,5.718421567349088,600-650,LTV_0-60,DTI_63+,MI,REFINANCE,PRIMARY,CONDO,Servicer_A,CURRENT,0,0,0,0,LOW,2018-11-14,INVESTOR_SYSTEM,COMPLETE,0,0,0,0,CURRENT,0,NONE
1256,4,2018-12,2018-08,5,356,256767.72661252256,254260.29123025705,5.718421567349088,600-650,LTV_0-60,DTI_63+,MI,REFINANCE,PRIMARY,CONDO,Servicer_A,CURRENT,0,0,0,0,LOW,2018-12-14,INVESTOR_SYSTEM,COMPLETE,0,0,0,0,DELINQUENT,0,NONE
1256,5,2019-01,2018-08,6,355,256767.72661252256,253903.8148051562,5.718421567349088,600-650,LTV_0-60,DTI_63+,MI,REFINANCE,PRIMARY,CONDO,Servicer_A,CURRENT,0,0,0,0,LOW,2019-01-14,INVESTOR_SYSTEM,COMPLETE,0,0,0,0,DELINQUENT,0,NONE
1256,6,2019-02,2018-08,7,354,256767.72661252256,252986.534704775,5.718421567349088,600-650,LTV_0-60,DTI_63+,MI,REFINANCE,PRIMARY,CONDO,Servicer_A,CURRENT,0,0,0,0,LOW,2019-02-14,Servicer_A_SYSTEM,INCOMPLETE,0,0,0,0,CURRENT,0,NONE
1256,7,2019-03,2018-08,8,353,256767.72661252256,253173.1651131081,5.718421567349088,600-650,LTV_0-60,DTI_63+,MI,REFINANCE,PRIMARY,CONDO,Servicer_A,CURRENT,0,0,0,0,LOW,2019-03-14,INVESTOR_SYSTEM,COMPLETE,1,0,0,1,DELINQUENT,0,NONE
1257,0,2018-08,2018-08,1,240,425356.78952561325,425356.78952561325,7.353105357589228,750+,LTV_80-90,DTI_0-36,NY,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_B,CURRENT,0,0,0,0,LOW,2018-08-14,INVESTOR_SYSTEM,COMPLETE,0,0,0,0,DEFAULT,0,NONE
1257,1,2018-09,2018-08,2,239,425356.78952561325,424005.0603094589,7.353105357589228,750+,LTV_80-90,DTI_0-36,NY,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_B,CURRENT,0,0,0,0,LOW,2018-09-14,Servicer_B_SYSTEM,COMPLETE,0,1,0,1,DEFAULT,0,NONE
1257,2,2018-10,2018-08,3,238,425356.78952561325,422349.4131296672,7.353105357589228,750+,LTV_80-90,DTI_0-36,NY,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_B,CURRENT,0,0,0,0,LOW,2018-10-14,Servicer_B_SYSTEM,COMPLETE,0,0,0,0,CURRENT,0,NONE
1257,3,2018-11,2018-08,4,237,425356.78952561325,420838.66235159355,7.353105357589228,750+,LTV_80-90,DTI_0-36,NY,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_B,CURRENT,0,0,0,0,LOW,2018-11-14,INVESTOR_SYSTEM,COMPLETE,1,0,0,0,DEFAULT,0,NONE
1257,4,2018-12,2018-08,5,236,425356.78952561325,419890.51818915794,7.353105357589228,750+,LTV_80-90,DTI_0-36,NY,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_B,CURRENT,0,0,0,0,LOW,2018-12-14,Servicer_B_SYSTEM,COMPLETE,1,0,0,0,PREPAID,0,NONE
1257,5,2019-01,2018-08,6,235,425356.78952561325,417553.35709853,7.353105357589228,750+,LTV_80-90,DTI_0-36,NY,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_B,CURRENT,0,0,0,0,LOW,2019-01-14,Servicer_B_SYSTEM,COMPLETE,1,0,0,0,PREPAID,0,NONE
1257,6,2019-02,2018-08,7,234,425356.78952561325,417535.27800624387,7.353105357589228,750+,LTV_80-90,DTI_0-36,NY,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_B,CURRENT,0,0,0,0,LOW,2019-02-14,Servicer_B_SYSTEM,COMPLETE,0,0,0,0,PREPAID,0,NONE
1257,7,2019-03,2018-08,8,233,425356.78952561325,416053.6535734038,7.353105357589228,750+,LTV_80-90,DTI_0-36,NY,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_B,CURRENT,0,0,0,0,LOW,2019-03-14,Servicer_B_SYSTEM,COMPLETE,0,0,0,0,DEFAULT,0,NONE
1257,8,2019-04,2018-08,9,232,425356.78952561325,415295.81824027,7.353105357589228,750+,LTV_80-90,DTI_0-36,NY,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_B,CURRENT,0,0,0,0,LOW,2019-04-14,INVESTOR_SYSTEM,COMPLETE,0,0,0,0,CURRENT,0,NONE
1257,9,2019-05,2018-08,10,231,425356.78952561325,413442.3912800239,7.353105357589228,750+,LTV_80-90,DTI_0-36,NY,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_B,CURRENT,0,0,0,0,LOW,2019-05-14,Servicer_B_SYSTEM,PENDING,0,0,0,1,DEFAULT,0,NONE
1257,10,2019-06,2018-08,11,230,425356.78952561325,409586.14023583743,7.353105357589228,750+,LTV_80-90,DTI_0-36,NY,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_B,CURRENT,0,0,0,0,LOW,2019-06-14,Servicer_B_SYSTEM,COMPLETE,0,0,0,0,PREPAID,0,NONE
1257,11,2019-07,2018-08,12,229,425356.78952561325,411059.49542850157,7.353105357589228,750+,LTV_80-90,DTI_0-36,NY,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_B,CURRENT,0,0,0,0,LOW,2019-07-14,Servicer_B_SYSTEM,COMPLETE,0,0,0,0,CURRENT,0,NONE
1258,0,2018-08,2018-08,1,180,337763.95315936574,337763.95315936574,7.122463336021862,700-750,LTV_0-60,DTI_63+,IL,REFINANCE,SECOND_HOME,SINGLE_FAMILY,Servicer_D,DELINQUENT,28,0,0,0,LOW,2018-08-14,INVESTOR_SYSTEM,COMPLETE,1,1,0,0,DELINQUENT,0,NONE
1258,1,2018-09,2018-08,2,179,337763.95315936574,336432.13241980644,7.122463336021862,700-750,LTV_0-60,DTI_63+,IL,REFINANCE,SECOND_HOME,SINGLE_FAMILY,Servicer_D,DELINQUENT,75,1,0,0,LOW,2018-09-14,Servicer_D_SYSTEM,COMPLETE,1,1,0,0,DELINQUENT,0,NONE
1258,2,2018-10,2018-08,3,178,337763.95315936574,334432.7080414276,7.122463336021862,700-750,LTV_0-60,DTI_63+,IL,REFINANCE,SECOND_HOME,SINGLE_FAMILY,Servicer_D,DELINQUENT,77,0,0,0,LOW,2018-10-14,Servicer_D_SYSTEM,COMPLETE,1,1,0,0,PREPAID,0,NONE
1258,3,2018-11,2018-08,4,177,337763.95315936574,333532.5425136798,7.122463336021862,700-750,LTV_0-60,DTI_63+,IL,REFINANCE,SECOND_HOME,SINGLE_FAMILY,Servicer_D,DELINQUENT,88,0,0,0,LOW,2018-11-14,INVESTOR_SYSTEM,COMPLETE,0,0,0,0,PREPAID,0,NONE
1258,4,2018-12,2018-08,5,176,337763.95315936574,331069.26945281733,7.122463336021862,700-750,LTV_0-60,DTI_63+,IL,REFINANCE,SECOND_HOME,SINGLE_FAMILY,Servicer_D,DELINQUENT,36,0,0,0,LOW,2018-12-14,INVESTOR_SYSTEM,COMPLETE,0,0,0,1,DEFAULT,0,NONE
1258,5,2019-01,2018-08,6,175,337763.95315936574,330089.7913298694,7.122463336021862,700-750,LTV_0-60,DTI_63+,IL,REFINANCE,SECOND_HOME,SINGLE_FAMILY,Servicer_D,DELINQUENT,72,0,0,0,LOW,2019-01-14,Servicer_D_SYSTEM,COMPLETE,0,0,0,0,DEFAULT,0,NONE
1259,0,2018-08,2018-08,1,180,390692.6156635463,390692.6156635463,6.544381810554876,750+,LTV_0-60,DTI_0-36,TX,REFINANCE,SECOND_HOME,SINGLE_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2018-08-14,Servicer_C_SYSTEM,COMPLETE,0,0,0,0,CURRENT,0,NONE
1260,0,2018-08,2018-08,1,360,367241.40287329606,367241.40287329606,3.188335456331581,650-700,LTV_60-70,DTI_0-36,FL,PURCHASE,INVESTMENT,MULTI_FAMILY,Servicer_D,DELINQUENT,81,0,0,0,LOW,2018-08-15,Servicer_D_SYSTEM,PENDING,1,1,1,0,DEFAULT,0,NONE
1260,1,2018-09,2018-08,2,359,367241.40287329606,366390.4238729816,3.188335456331581,650-700,LTV_60-70,DTI_0-36,FL,PURCHASE,INVESTMENT,MULTI_FAMILY,Servicer_D,DELINQUENT,38,0,0,0,LOW,2018-09-15,Servicer_D_SYSTEM,COMPLETE,1,1,0,0,CURRENT,0,NONE
1260,2,2018-10,2018-08,3,358,367241.40287329606,365574.62679416686,3.188335456331581,650-700,LTV_60-70,DTI_0-36,FL,PURCHASE,INVESTMENT,MULTI_FAMILY,Servicer_D,DELINQUENT,26,0,0,0,LOW,2018-10-15,INVESTOR_SYSTEM,COMPLETE,1,1,0,0,DEFAULT,0,NONE
1260,3,2018-11,2018-08,4,357,367241.40287329606,364927.16411049967,3.188335456331581,650-700,LTV_60-70,DTI_0-36,FL,PURCHASE,INVESTMENT,MULTI_FAMILY,Servicer_D,DELINQUENT,76,0,0,0,LOW,2018-11-15,Servicer_D_SYSTEM,COMPLETE,1,1,0,0,PREPAID,0,NONE
1260,4,2018-12,2018-08,5,356,367241.40287329606,363952.12682110525,3.188335456331581,650-700,LTV_60-70,DTI_0-36,FL,PURCHASE,INVESTMENT,MULTI_FAMILY,Servicer_D,DELINQUENT,80,0,0,0,LOW,2018-12-15,Servicer_D_SYSTEM,COMPLETE,1,1,0,0,DEFAULT,0,NONE
1260,5,2019-01,2018-08,6,355,367241.40287329606,362695.8612868843,3.188335456331581,650-700,LTV_60-70,DTI_0-36,FL,PURCHASE,INVESTMENT,MULTI_FAMILY,Servicer_D,DELINQUENT,15,0,0,0,LOW,2019-01-15,INVESTOR_SYSTEM,COMPLETE,1,1,0,0,PREPAID,0,NONE
1260,6,2019-02,2018-08,7,354,367241.40287329606,361916.7083486727,3.188335456331581,650-700,LTV_60-70,DTI_0-36,FL,PURCHASE,INVESTMENT,MULTI_FAMILY,Servicer_D,DELINQUENT,20,0,0,0,LOW,2019-02-15,INVESTOR_SYSTEM,COMPLETE,0,0,0,0,DEFAULT,0,NONE
1260,7,2019-03,2018-08,8,353,367241.40287329606,361939.1664067772,3.188335456331581,650-700,LTV_60-70,DTI_0-36,FL,PURCHASE,INVESTMENT,MULTI_FAMILY,Servicer_D,DELINQUENT,96,0,0,0,LOW,2019-03-15,INVESTOR_SYSTEM,INCOMPLETE,0,0,0,0,DEFAULT,1,DELINQUENCY_ALERT
1260,8,2019-04,2018-08,9,352,367241.40287329606,359901.56534346525,3.188335456331581,650-700,LTV_60-70,DTI_0-36,FL,PURCHASE,INVESTMENT,MULTI_FAMILY,Servicer_D,DELINQUENT,49,0,0,0,LOW,2019-04-15,Servicer_D_SYSTEM,COMPLETE,1,0,0,0,DELINQUENT,0,NONE
1261,0,2018-08,2018-08,1,240,283923.1386776223,283923.1386776223,7.177782177860012,700-750,LTV_60-70,DTI_0-36,PA,PURCHASE,INVESTMENT,SINGLE_FAMILY,Servicer_A,CURRENT,0,0,0,0,LOW,2018-08-15,Servicer_A_SYSTEM,COMPLETE,0,1,0,1,DELINQUENT,0,NONE
1261,1,2018-09,2018-08,2,239,283923.1386776223,283058.99638373434,7.177782177860012,700-750,LTV_60-70,DTI_0-36,PA,PURCHASE,INVESTMENT,SINGLE_FAMILY,Servicer_A,CURRENT,0,0,0,0,LOW,2018-09-15,Servicer_A_SYSTEM,COMPLETE,0,0,0,1,PREPAID,0,NONE
1262,0,2018-08,2018-08,1,240,293253.58088310563,293253.58088310563,3.575893399074438,650-700,LTV_60-70,DTI_63+,MI,PURCHASE,PRIMARY,MULTI_FAMILY,Servicer_A,CURRENT,0,0,0,0,LOW,2018-08-15,INVESTOR_SYSTEM,PENDING,0,0,0,0,DELINQUENT,0,NONE
1262,1,2018-09,2018-08,2,239,293253.58088310563,292205.4943509771,3.575893399074438,650-700,LTV_60-70,DTI_63+,MI,PURCHASE,PRIMARY,MULTI_FAMILY,Servicer_A,CURRENT,0,0,0,0,LOW,2018-09-15,INVESTOR_SYSTEM,COMPLETE,1,0,0,0,PREPAID,0,NONE
1263,0,2018-08,2018-08,1,360,419061.7039902463,419061.7039902463,4.377112370054835,0-600,LTV_70-80,DTI_50-63,PA,PURCHASE,INVESTMENT,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2018-08-15,Servicer_C_SYSTEM,COMPLETE,0,1,0,0,PREPAID,0,NONE
1263,1,2018-09,2018-08,2,359,419061.7039902463,418057.38063063985,4.377112370054835,0-600,LTV_70-80,DTI_50-63,PA,PURCHASE,INVESTMENT,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2018-09-15,Servicer_C_SYSTEM,COMPLETE,0,0,0,1,DEFAULT,0,NONE
1263,2,2018-10,2018-08,3,358,419061.7039902463,417249.72283644177,4.377112370054835,0-600,LTV_70-80,DTI_50-63,PA,PURCHASE,INVESTMENT,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2018-10-15,Servicer_C_SYSTEM,COMPLETE,0,0,0,0,CURRENT,0,NONE
1263,3,2018-11,2018-08,4,357,419061.7039902463,416267.3859415493,4.377112370054835,0-600,LTV_70-80,DTI_50-63,PA,PURCHASE,INVESTMENT,MULTI_FAMILY,Servicer_C,CURRENT,0,1,0,0,LOW,2018-11-15,Servicer_C_SYSTEM,COMPLETE,0,0,0,0,PREPAID,0,NONE
1263,4,2018-12,2018-08,5,356,419061.7039902463,415354.37166375865,4.377112370054835,0-600,LTV_70-80,DTI_50-63,PA,PURCHASE,INVESTMENT,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2018-12-15,Servicer_C_SYSTEM,COMPLETE,0,1,0,0,PREPAID,0,NONE
1263,5,2019-01,2018-08,6,355,419061.7039902463,414636.96744672937,4.377112370054835,0-600,LTV_70-80,DTI_50-63,PA,PURCHASE,INVESTMENT,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2019-01-15,Servicer_C_SYSTEM,COMPLETE,0,0,0,0,CURRENT,0,NONE
1263,6,2019-02,2018-08,7,354,419061.7039902463,413967.1356138809,4.377112370054835,0-600,LTV_70-80,DTI_50-63,PA,PURCHASE,INVESTMENT,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2019-02-15,INVESTOR_SYSTEM,COMPLETE,1,0,0,0,DEFAULT,0,NONE
1263,7,2019-03,2018-08,8,353,419061.7039902463,413339.6108980918,4.377112370054835,0-600,LTV_70-80,DTI_50-63,PA,PURCHASE,INVESTMENT,MULTI_FAMILY,Servicer_C,PAID_OFF,0,0,1,0,LOW,2019-03-15,Servicer_C_SYSTEM,COMPLETE,0,0,0,0,DEFAULT,0,NONE
1264,0,2018-08,2018-08,1,240,231544.5765909376,231544.5765909376,3.585800312863486,650-700,LTV_70-80,DTI_63+,NC,PURCHASE,PRIMARY,CONDO,Servicer_D,CURRENT,0,0,0,0,LOW,2018-08-15,Servicer_D_SYSTEM,COMPLETE,0,0,1,0,DELINQUENT,0,NONE
1264,1,2018-09,2018-08,2,239,231544.5765909376,230819.69132593414,3.585800312863486,650-700,LTV_70-80,DTI_63+,NC,PURCHASE,PRIMARY,CONDO,Servicer_D,CURRENT,0,0,0,0,LOW,2018-09-15,Servicer_D_SYSTEM,COMPLETE,0,0,0,0,DELINQUENT,0,NONE
1264,2,2018-10,2018-08,3,238,231544.5765909376,229892.05329294,3.585800312863486,650-700,LTV_70-80,DTI_63+,NC,PURCHASE,PRIMARY,CONDO,Servicer_D,CURRENT,0,0,0,0,LOW,2018-10-15,Servicer_D_SYSTEM,COMPLETE,0,0,0,0,PREPAID,0,NONE
1265,0,2018-08,2018-08,1,240,313724.13387208036,313724.13387208036,2.728094521273667,700-750,LTV_90-100,DTI_63+,NY,REFINANCE,PRIMARY,SINGLE_FAMILY,Servicer_C,DELINQUENT,52,0,0,0,LOW,2018-08-15,Servicer_C_SYSTEM,COMPLETE,1,1,0,0,DEFAULT,0,NONE
1265,1,2018-09,2018-08,2,239,313724.13387208036,312740.9111168447,2.728094521273667,700-750,LTV_90-100,DTI_63+,NY,REFINANCE,PRIMARY,SINGLE_FAMILY,Servicer_C,DELINQUENT,25,1,0,0,LOW,2018-09-15,Servicer_C_SYSTEM,COMPLETE,1,1,0,0,DEFAULT,0,NONE
1265,2,2018-10,2018-08,3,238,313724.13387208036,311618.7789521731,2.728094521273667,700-750,LTV_90-100,DTI_63+,NY,REFINANCE,PRIMARY,SINGLE_FAMILY,Servicer_C,DELINQUENT,86,0,0,0,LOW,2018-10-15,Servicer_C_SYSTEM,PENDING,1,1,0,1,CURRENT,0,NONE
1265,3,2018-11,2018-08,4,237,313724.13387208036,310414.9717583396,2.728094521273667,700-750,LTV_90-100,DTI_63+,NY,REFINANCE,PRIMARY,SINGLE_FAMILY,Servicer_C,DELINQUENT,62,0,0,0,LOW,2018-11-15,Servicer_C_SYSTEM,PENDING,0,0,0,1,CURRENT,0,NONE
1265,4,2018-12,2018-08,5,236,313724.13387208036,309539.6741521868,2.728094521273667,700-750,LTV_90-100,DTI_63+,NY,REFINANCE,PRIMARY,SINGLE_FAMILY,Servicer_C,DELINQUENT,88,0,0,0,LOW,2018-12-15,INVESTOR_SYSTEM,INCOMPLETE,0,0,0,0,DEFAULT,0,NONE
1265,5,2019-01,2018-08,6,235,313724.13387208036,308166.3062440584,2.728094521273667,700-750,LTV_90-100,DTI_63+,NY,REFINANCE,PRIMARY,SINGLE_FAMILY,Servicer_C,DELINQUENT,124,0,0,0,LOW,2019-01-15,Servicer_C_SYSTEM,COMPLETE,0,0,0,0,PREPAID,1,DELINQUENCY_ALERT
1266,0,2018-08,2018-08,1,180,383498.09741726646,383498.09741726646,5.094707617398089,650-700,LTV_60-70,DTI_63+,PA,REFINANCE,PRIMARY,CONDO,Servicer_D,CURRENT,0,0,0,0,LOW,2018-08-16,INVESTOR_SYSTEM,COMPLETE,0,0,0,0,DELINQUENT,0,NONE
1266,1,2018-09,2018-08,2,179,383498.09741726646,381586.5790271401,5.094707617398089,650-700,LTV_60-70,DTI_63+,PA,REFINANCE,PRIMARY,CONDO,Servicer_D,CURRENT,0,0,0,0,LOW,2018-09-16,Servicer_D_SYSTEM,PENDING,0,0,0,0,PREPAID,0,NONE
1266,2,2018-10,2018-08,3,178,383498.09741726646,380466.99464780075,5.094707617398089,650-700,LTV_60-70,DTI_63+,PA,REFINANCE,PRIMARY,CONDO,Servicer_D,CURRENT,0,1,0,0,LOW,2018-10-16,INVESTOR_SYSTEM,COMPLETE,0,0,0,0,DELINQUENT,0,NONE
1266,3,2018-11,2018-08,4,177,383498.09741726646,378388.11081957887,5.094707617398089,650-700,LTV_60-70,DTI_63+,PA,REFINANCE,PRIMARY,CONDO,Servicer_D,CURRENT,0,0,0,0,LOW,2018-11-16,Servicer_D_SYSTEM,PENDING,0,1,0,0,DEFAULT,0,NONE
1266,4,2018-12,2018-08,5,176,383498.09741726646,376840.4206135154,5.094707617398089,650-700,LTV_60-70,DTI_63+,PA,REFINANCE,PRIMARY,CONDO,Servicer_D,CURRENT,0,0,0,0,LOW,2018-12-16,Servicer_D_SYSTEM,COMPLETE,0,1,0,0,DELINQUENT,0,NONE
1266,5,2019-01,2018-08,6,175,383498.09741726646,375676.6244855808,5.094707617398089,650-700,LTV_60-70,DTI_63+,PA,REFINANCE,PRIMARY,CONDO,Servicer_D,CURRENT,0,0,0,0,LOW,2019-01-16,INVESTOR_SYSTEM,COMPLETE,0,0,0,0,CURRENT,0,NONE
1266,6,2019-02,2018-08,7,174,383498.09741726646,372801.27464165067,5.094707617398089,650-700,LTV_60-70,DTI_63+,PA,REFINANCE,PRIMARY,CONDO,Servicer_D,CURRENT,0,0,0,0,LOW,2019-02-16,Servicer_D_SYSTEM,COMPLETE,0,0,0,0,DEFAULT,0,NONE
1267,0,2018-08,2018-08,1,180,193552.40113139903,193552.40113139903,5.6732920989800215,700-750,LTV_70-80,DTI_36-50,NC,PURCHASE,PRIMARY,CONDO,Servicer_D,CURRENT,0,0,0,0,LOW,2018-08-16,Servicer_D_SYSTEM,COMPLETE,0,0,0,0,CURRENT,0,NONE
