loan_id,origination_date,original_balance,loan_term_months,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,property_type,occupancy_type
953,2018-06,414474.2316163079,240,6.198192242093618,750+,LTV_80-90,DTI_63+,IL,PURCHASE,MULTI_FAMILY,INVESTMENT
954,2018-06,379131.8469501792,360,6.543480871925013,750+,LTV_60-70,DTI_50-63,NY,PURCHASE,SINGLE_FAMILY,INVESTMENT
955,2018-06,224143.40686955344,360,5.219033456207583,0-600,LTV_90-100,DTI_50-63,PA,REFINANCE,MULTI_FAMILY,INVESTMENT
956,2018-06,413873.9854378367,360,5.104113735781175,700-750,LTV_70-80,DTI_36-50,GA,PURCHASE,CONDO,INVESTMENT
957,2018-06,203056.60185024183,360,4.128831734828204,600-650,LTV_90-100,DTI_36-50,NY,REFINANCE,CONDO,PRIMARY
958,2018-06,179898.962943573,180,4.009647673626645,750+,LTV_80-90,DTI_0-36,TX,PURCHASE,SINGLE_FAMILY,INVESTMENT
959,2018-06,131328.7340904221,360,3.1533475990478834,0-600,LTV_90-100,DTI_36-50,NY,PURCHASE,SINGLE_FAMILY,INVESTMENT
960,2018-06,405819.60154889687,240,2.8587654437618615,0-600,LTV_90-100,DTI_0-36,CA,PURCHASE,SINGLE_FAMILY,INVESTMENT
961,2018-06,257296.67450481237,180,5.605454015414004,0-600,LTV_90-100,DTI_63+,MI,REFINANCE,SINGLE_FAMILY,SECOND_HOME
962,2018-06,179398.14537164973,360,4.219884253940684,700-750,LTV_90-100,DTI_50-63,MI,REFINANCE,CONDO,SECOND_HOME
963,2018-06,214189.22517644207,180,6.131891904014106,700-750,LTV_80-90,DTI_63+,PA,PURCHASE,CONDO,PRIMARY
964,2018-06,140820.43420325502,240,3.3248870802129344,600-650,LTV_70-80,DTI_0-36,MI,PURCHASE,SINGLE_FAMILY,INVESTMENT
965,2018-06,243116.48525591198,180,4.109130561760894,600-650,LTV_80-90,DTI_63+,TX,REFINANCE,MULTI_FAMILY,INVESTMENT
966,2018-06,408025.9678567016,240,3.8473414512639565,600-650,LTV_70-80,DTI_50-63,FL,REFINANCE,SINGLE_FAMILY,SECOND_HOME
967,2018-06,233552.72740032,180,6.898247929016961,650-700,LTV_60-70,DTI_0-36,NY,PURCHASE,CONDO,INVESTMENT
968,2018-06,301362.81274949206,360,4.323025187967456,750+,LTV_90-100,DTI_36-50,TX,REFINANCE,MULTI_FAMILY,PRIMARY
969,2018-06,305203.84508446587,240,5.73652796923399,750+,LTV_70-80,DTI_36-50,CA,REFINANCE,CONDO,SECOND_HOME
970,2018-06,270343.9455039087,240,6.731391272562927,600-650,LTV_0-60,DTI_36-50,FL,REFINANCE,MULTI_FAMILY,INVESTMENT
971,2018-06,153296.34592055768,360,4.298704907081548,700-750,LTV_80-90,DTI_50-63,MI,PURCHASE,MULTI_FAMILY,INVESTMENT
972,2018-06,409648.1530376218,360,6.102049034950048,650-700,LTV_0-60,DTI_36-50,OH,REFINANCE,CONDO,PRIMARY
973,2018-06,287150.83548877214,180,3.734009718915223,700-750,LTV_0-60,DTI_0-36,NC,REFINANCE,CONDO,SECOND_HOME
974,2018-06,216299.16238514872,360,6.63483716223993,750+,LTV_70-80,DTI_0-36,TX,PURCHASE,CONDO,SECOND_HOME
975,2018-06,406598.5179339755,180,4.50797049442516,600-650,LTV_90-100,DTI_0-36,IL,PURCHASE,SINGLE_FAMILY,INVESTMENT
976,2018-06,483473.5882851464,360,4.907123955510064,0-600,LTV_80-90,DTI_0-36,IL,PURCHASE,MULTI_FAMILY,SECOND_HOME
977,2018-06,425770.4626960072,180,6.68486640103224,750+,LTV_0-60,DTI_0-36,MI,REFINANCE,CONDO,INVESTMENT
978,2018-06,497672.724287136,180,6.998061751469477,750+,LTV_90-100,DTI_0-36,CA,REFINANCE,CONDO,PRIMARY
979,2018-06,320429.88316175726,180,3.2970666825042727,600-650,LTV_90-100,DTI_50-63,TX,PURCHASE,MULTI_FAMILY,INVESTMENT
980,2018-06,457216.5373299617,360,6.37245550547625,750+,LTV_0-60,DTI_36-50,IL,PURCHASE,MULTI_FAMILY,SECOND_HOME
981,2018-06,463836.2259789906,360,6.200953780748915,600-650,LTV_80-90,DTI_0-36,CA,REFINANCE,CONDO,PRIMARY
982,2018-06,124063.42651627056,180,5.2518566001837845,600-650,LTV_0-60,DTI_0-36,FL,REFINANCE,MULTI_FAMILY,SECOND_HOME
983,2018-06,231203.94996099453,360,5.25343991989452,650-700,LTV_60-70,DTI_63+,GA,PURCHASE,MULTI_FAMILY,INVESTMENT
984,2018-06,117800.32538944125,180,6.179649953934177,750+,LTV_0-60,DTI_63+,TX,REFINANCE,SINGLE_FAMILY,PRIMARY
985,2018-06,427527.58514270314,360,3.2060191544419157,700-750,LTV_80-90,DTI_63+,MI,PURCHASE,SINGLE_FAMILY,INVESTMENT
986,2018-06,482483.3662114918,360,4.691170619102876,650-700,LTV_70-80,DTI_36-50,NC,PURCHASE,CONDO,SECOND_HOME
987,2018-06,216372.8828703832,360,4.88324263708113,600-650,LTV_0-60,DTI_63+,MI,PURCHASE,CONDO,INVESTMENT
988,2018-06,224287.6748524858,180,4.347143343341652,650-700,LTV_60-70,DTI_0-36,CA,REFINANCE,MULTI_FAMILY,PRIMARY
989,2018-06,268746.1539423161,180,6.951685300813001,750+,LTV_0-60,DTI_63+,CA,REFINANCE,MULTI_FAMILY,INVESTMENT
990,2018-06,319666.0786926283,240,3.3172125766540708,0-600,LTV_80-90,DTI_36-50,OH,PURCHASE,CONDO,PRIMARY
991,2018-06,194034.77746083488,240,7.069911918755632,700-750,LTV_80-90,DTI_36-50,NC,PURCHASE,SINGLE_FAMILY,PRIMARY
992,2018-06,403875.30205404584,240,4.2435416717990195,0-600,LTV_90-100,DTI_36-50,PA,PURCHASE,SINGLE_FAMILY,INVESTMENT
993,2018-06,141025.47665901174,180,4.123680563356099,0-600,LTV_70-80,DTI_36-50,GA,PURCHASE,MULTI_FAMILY,INVESTMENT
994,2018-06,415498.3676534288,180,2.770801438059723,650-700,LTV_80-90,DTI_36-50,NC,REFINANCE,SINGLE_FAMILY,PRIMARY
995,2018-06,438838.90681110835,360,6.412690014524828,700-750,LTV_70-80,DTI_50-63,OH,PURCHASE,CONDO,SECOND_HOME
996,2018-06,248309.93458446176,360,2.755056758679175,750+,LTV_80-90,DTI_36-50,NC,REFINANCE,MULTI_FAMILY,INVESTMENT
997,2018-06,352386.30006901827,360,5.482752636490018,0-600,LTV_70-80,DTI_50-63,IL,REFINANCE,CONDO,INVESTMENT
998,2018-06,111915.89504039187,360,5.469828386114299,700-750,LTV_0-60,DTI_63+,IL,PURCHASE,MULTI_FAMILY,SECOND_HOME
999,2018-06,111310.52466431503,180,6.079216039686253,750+,LTV_70-80,DTI_36-50,OH,REFINANCE,CONDO,SECOND_HOME
1000,2018-06,246532.4291166203,360,4.099784557801695,750+,LTV_80-90,DTI_0-36,OH,PURCHASE,SINGLE_FAMILY,INVESTMENT
1001,2018-06,214575.6525583871,180,2.717127450409129,0-600,LTV_70-80,DTI_50-63,GA,REFINANCE,CONDO,INVESTMENT
1002,2018-06,467785.58493113343,240,4.41804530812999,0-600,LTV_60-70,DTI_63+,NY,REFINANCE,MULTI_FAMILY,PRIMARY
1003,2018-06,330659.2510327031,240,5.16882213029901,600-650,LTV_80-90,DTI_36-50,MI,PURCHASE,MULTI_FAMILY,SECOND_HOME
1004,2018-06,203130.14286489552,240,7.057708719353927,650-700,LTV_0-60,DTI_63+,TX,PURCHASE,SINGLE_FAMILY,PRIMARY
1005,2018-06,147380.21240985338,240,4.676312691502877,700-750,LTV_90-100,DTI_63+,PA,PURCHASE,MULTI_FAMILY,SECOND_HOME
1006,2018-06,303735.14522325137,360,3.7339338996417712,650-700,LTV_0-60,DTI_50-63,TX,REFINANCE,SINGLE_FAMILY,PRIMARY
1007,2018-06,460243.92975988553,240,6.016018824972193,600-650,LTV_0-60,DTI_63+,CA,REFINANCE,CONDO,PRIMARY
1008,2018-06,477783.58947273495,180,5.764502580148096,650-700,LTV_0-60,DTI_0-36,NC,PURCHASE,CONDO,SECOND_HOME
1009,2018-06,446356.66351722594,240,2.771812425393763,0-600,LTV_0-60,DTI_0-36,NC,PURCHASE,MULTI_FAMILY,PRIMARY
1010,2018-07,436988.3625655922,240,2.8698834528481014,650-700,LTV_70-80,DTI_0-36,TX,REFINANCE,CONDO,INVESTMENT
1011,2018-07,181355.8047723292,180,6.78900546075328,600-650,LTV_60-70,DTI_63+,GA,PURCHASE,MULTI_FAMILY,PRIMARY
1012,2018-07,458090.7077076594,240,6.59927174171982,650-700,LTV_70-80,DTI_63+,MI,PURCHASE,SINGLE_FAMILY,INVESTMENT
1013,2018-07,384464.60633846506,240,4.646889296513406,600-650,LTV_90-100,DTI_50-63,PA,REFINANCE,CONDO,PRIMARY
1014,2018-07,289857.9764210599,360,2.6646231293638563,0-600,LTV_80-90,DTI_0-36,CA,REFINANCE,CONDO,SECOND_HOME
1015,2018-07,365486.76045549184,240,4.564700239674977,600-650,LTV_70-80,DTI_50-63,GA,PURCHASE,MULTI_FAMILY,INVESTMENT
1016,2018-07,316737.99593470845,240,2.8212508753861396,650-700,LTV_80-90,DTI_63+,TX,REFINANCE,MULTI_FAMILY,PRIMARY
1017,2018-07,222328.84994656956,240,3.8268850284464166,0-600,LTV_70-80,DTI_0-36,MI,REFINANCE,SINGLE_FAMILY,SECOND_HOME
1018,2018-07,157197.08797672176,180,6.547274026804006,600-650,LTV_70-80,DTI_50-63,PA,REFINANCE,SINGLE_FAMILY,PRIMARY
1019,2018-07,479076.5817364416,180,4.5667697039314685,700-750,LTV_60-70,DTI_50-63,MI,PURCHASE,CONDO,SECOND_HOME
1020,2018-07,136760.7872548808,360,3.081822971694011,0-600,LTV_70-80,DTI_36-50,NY,REFINANCE,SINGLE_FAMILY,SECOND_HOME
1021,2018-07,182479.93220852714,360,2.5357705944751734,650-700,LTV_0-60,DTI_36-50,NY,PURCHASE,SINGLE_FAMILY,INVESTMENT
1022,2018-07,199334.81092593953,360,5.639032628496809,600-650,LTV_90-100,DTI_63+,GA,PURCHASE,MULTI_FAMILY,PRIMARY
1023,2018-07,449976.4222039038,240,2.6957708048472497,600-650,LTV_60-70,DTI_0-36,GA,REFINANCE,SINGLE_FAMILY,SECOND_HOME
1024,2018-07,276087.97813010414,180,3.8545866231564077,0-600,LTV_0-60,DTI_36-50,FL,REFINANCE,MULTI_FAMILY,INVESTMENT
1025,2018-07,183834.53565660625,240,6.793129837102491,700-750,LTV_90-100,DTI_36-50,CA,PURCHASE,CONDO,PRIMARY
1026,2018-07,452157.32704992685,240,6.307363013281864,600-650,LTV_90-100,DTI_36-50,NC,PURCHASE,SINGLE_FAMILY,SECOND_HOME
1027,2018-07,201231.45440829181,240,4.311336673079923,750+,LTV_80-90,DTI_36-50,IL,PURCHASE,SINGLE_FAMILY,SECOND_HOME
1028,2018-07,339839.0452637173,240,4.373319177689428,0-600,LTV_0-60,DTI_63+,PA,REFINANCE,CONDO,INVESTMENT
1029,2018-07,473647.5175842335,360,5.826843883437121,750+,LTV_0-60,DTI_0-36,TX,PURCHASE,MULTI_FAMILY,INVESTMENT
1030,2018-07,266590.8769018657,240,3.141714096412771,650-700,LTV_90-100,DTI_50-63,MI,REFINANCE,SINGLE_FAMILY,PRIMARY
1031,2018-07,377183.3911736193,180,7.378300191303895,600-650,LTV_80-90,DTI_0-36,NC,REFINANCE,SINGLE_FAMILY,INVESTMENT
1032,2018-07,474950.7285066302,180,4.743904756717816,650-700,LTV_80-90,DTI_63+,TX,REFINANCE,MULTI_FAMILY,SECOND_HOME
1033,2018-07,107696.83381023919,240,5.61550806183993,700-750,LTV_60-70,DTI_36-50,OH,REFINANCE,CONDO,PRIMARY
1034,2018-07,425889.84666102444,180,6.255493032399139,600-650,LTV_80-90,DTI_0-36,CA,PURCHASE,MULTI_FAMILY,SECOND_HOME
1035,2018-07,129497.10513146604,360,5.198412016234412,650-700,LTV_70-80,DTI_0-36,FL,REFINANCE,CONDO,SECOND_HOME
1036,2018-07,475136.3152120492,240,3.0044151869234708,0-600,LTV_90-100,DTI_63+,NC,REFINANCE,MULTI_FAMILY,INVESTMENT
1037,2018-07,382309.1742121148,240,6.668017582709673,650-700,LTV_60-70,DTI_63+,MI,PURCHASE,MULTI_FAMILY,PRIMARY
1038,2018-07,172582.84899027983,180,6.257261458015279,0-600,LTV_80-90,DTI_36-50,IL,REFINANCE,MULTI_FAMILY,INVESTMENT
1039,2018-07,313231.1562187297,240,4.847130192903245,0-600,LTV_80-90,DTI_50-63,MI,REFINANCE,SINGLE_FAMILY,SECOND_HOME
1040,2018-07,218013.26418028318,240,7.423778928319309,650-700,LTV_90-100,DTI_50-63,GA,PURCHASE,MULTI_FAMILY,PRIMARY
1041,2018-07,231169.28132631152,240,4.899664335318337,700-750,LTV_90-100,DTI_0-36,NY,PURCHASE,MULTI_FAMILY,INVESTMENT
1042,2018-07,431600.4998194329,240,3.941485525596813,650-700,LTV_60-70,DTI_50-63,NC,REFINANCE,SINGLE_FAMILY,SECOND_HOME
1043,2018-07,180452.0949903274,240,4.009066645752412,600-650,LTV_0-60,DTI_0-36,CA,REFINANCE,MULTI_FAMILY,SECOND_HOME
1044,2018-07,395567.6839952494,180,4.573287561003024,600-650,LTV_60-70,DTI_63+,CA,PURCHASE,SINGLE_FAMILY,INVESTMENT
1045,2018-07,312601.2331457217,360,5.424085404431846,750+,LTV_60-70,DTI_36-50,NY,REFINANCE,MULTI_FAMILY,INVESTMENT
1046,2018-07,350443.0939938136,360,7.479791397636639,600-650,LTV_70-80,DTI_36-50,PA,PURCHASE,SINGLE_FAMILY,PRIMARY
1047,2018-07,446247.6770172887,180,6.698487335183124,0-600,LTV_80-90,DTI_0-36,NC,PURCHASE,CONDO,INVESTMENT
1048,2018-07,456303.0516756473,240,3.3400077771447902,700-750,LTV_0-60,DTI_63+,TX,PURCHASE,SINGLE_FAMILY,SECOND_HOME
1049,2018-07,293957.19013031945,360,6.9379045651823095,650-700,LTV_60-70,DTI_0-36,FL,REFINANCE,SINGLE_FAMILY,PRIMARY
1050,2018-07,428919.6624485834,240,4.1436785828577705,750+,LTV_70-80,DTI_36-50,OH,REFINANCE,MULTI_FAMILY,INVESTMENT
1051,2018-07,242914.47946096,240,7.076747344335067,750+,LTV_90-100,DTI_36-50,OH,REFINANCE,MULTI_FAMILY,SECOND_HOME
1052,2018-07,114588.72390629513,180,5.553731402480148,650-700,LTV_60-70,DTI_0-36,PA,PURCHASE,MULTI_FAMILY,INVESTMENT
1053,2018-07,206770.8198741128,180,6.026205982646054,600-650,LTV_80-90,DTI_50-63,NY,REFINANCE,CONDO,SECOND_HOME
1054,2018-07,158510.67265677283,180,4.092663580654197,700-750,LTV_90-100,DTI_36-50,IL,PURCHASE,MULTI_FAMILY,INVESTMENT
1055,2018-07,462630.5597332654,240,3.3974909205840715,700-750,LTV_80-90,DTI_50-63,CA,PURCHASE,MULTI_FAMILY,INVESTMENT
1056,2018-07,299447.3491828817,180,5.319144696718919,750+,LTV_80-90,DTI_36-50,TX,PURCHASE,CONDO,SECOND_HOME
1057,2018-07,113615.72813015571,240,3.482584443579604,750+,LTV_70-80,DTI_50-63,OH,PURCHASE,CONDO,SECOND_HOME
1058,2018-07,396819.5464117812,240,4.696786721712858,700-750,LTV_70-80,DTI_0-36,FL,REFINANCE,SINGLE_FAMILY,INVESTMENT
1059,2018-07,455361.8585148843,360,2.993288733426546,750+,LTV_80-90,DTI_0-36,TX,PURCHASE,SINGLE_FAMILY,PRIMARY
1060,2018-07,137642.87576405855,240,4.110315878771362,0-600,LTV_90-100,DTI_0-36,PA,PURCHASE,SINGLE_FAMILY,INVESTMENT
1061,2018-07,319466.5130072803,240,5.0146497914616575,0-600,LTV_60-70,DTI_63+,OH,PURCHASE,CONDO,SECOND_HOME
1062,2018-07,368218.52454120567,240,4.6871032000536905,0-600,LTV_90-100,DTI_36-50,NY,REFINANCE,SINGLE_FAMILY,PRIMARY
1063,2018-07,213077.4544092412,240,6.7274028896716995,650-700,LTV_70-80,DTI_50-63,NY,PURCHASE,MULTI_FAMILY,INVESTMENT
1064,2018-07,401678.54084668815,360,6.953230253720861,600-650,LTV_70-80,DTI_36-50,GA,REFINANCE,SINGLE_FAMILY,SECOND_HOME
1065,2018-07,125296.82235250642,180,4.930676554039952,650-700,LTV_70-80,DTI_63+,GA,REFINANCE,MULTI_FAMILY,PRIMARY
1066,2018-07,136580.33230459105,360,7.3326033896180824,700-750,LTV_90-100,DTI_0-36,MI,PURCHASE,MULTI_FAMILY,PRIMARY
1067,2018-07,120398.4667646676,240,5.176397982908738,700-750,LTV_70-80,DTI_63+,FL,REFINANCE,CONDO,PRIMARY
1068,2018-07,423274.99420549884,240,4.017348742964593,600-650,LTV_90-100,DTI_63+,NC,PURCHASE,SINGLE_FAMILY,SECOND_HOME
1069,2018-07,368833.0500978313,240,5.769860181375645,0-600,LTV_60-70,DTI_0-36,IL,REFINANCE,SINGLE_FAMILY,INVESTMENT
1070,2018-07,465582.410615728,180,3.810810789492827,600-650,LTV_90-100,DTI_0-36,TX,REFINANCE,MULTI_FAMILY,SECOND_HOME
1071,2018-07,442144.07423589035,180,6.827135053198197,650-700,LTV_60-70,DTI_50-63,GA,REFINANCE,MULTI_FAMILY,SECOND_HOME
1072,2018-07,479259.41792527115,360,4.575804577815916,600-650,LTV_0-60,DTI_50-63,PA,REFINANCE,MULTI_FAMILY,PRIMARY
1073,2018-07,143354.2385701778,180,7.205474724672087,650-700,LTV_90-100,DTI_0-36,CA,REFINANCE,MULTI_FAMILY,PRIMARY
1074,2018-07,418179.9287500629,360,4.553206060563939,700-750,LTV_80-90,DTI_0-36,GA,PURCHASE,CONDO,INVESTMENT
1075,2018-07,224742.2434450958,240,4.175232974831973,750+,LTV_60-70,DTI_63+,TX,REFINANCE,MULTI_FAMILY,INVESTMENT
1076,2018-07,358042.7046191527,180,3.88318558549907,750+,LTV_80-90,DTI_50-63,NC,REFINANCE,CONDO,PRIMARY
1077,2018-07,223603.23672958277,360,2.9443039458400917,700-750,LTV_90-100,DTI_0-36,FL,REFINANCE,MULTI_FAMILY,PRIMARY
1078,2018-07,387300.38926774025,180,6.952494337904218,0-600,LTV_80-90,DTI_0-36,IL,REFINANCE,CONDO,SECOND_HOME
1079,2018-07,453169.0365119147,180,5.578612450196046,700-750,LTV_60-70,DTI_36-50,OH,REFINANCE,SINGLE_FAMILY,INVESTMENT
1080,2018-07,481510.885299217,180,5.025142041810849,750+,LTV_90-100,DTI_63+,PA,REFINANCE,SINGLE_FAMILY,PRIMARY
1081,2018-07,204806.80999995617,240,6.761599930492948,700-750,LTV_0-60,DTI_50-63,GA,PURCHASE,SINGLE_FAMILY,SECOND_HOME
1082,2018-07,132909.31685619522,180,6.625352754990763,750+,LTV_90-100,DTI_0-36,FL,PURCHASE,SINGLE_FAMILY,SECOND_HOME
1083,2018-07,208836.65382798444,240,3.942102261854668,600-650,LTV_0-60,DTI_50-63,PA,PURCHASE,MULTI_FAMILY,PRIMARY
1084,2018-07,283216.3156139694,360,4.099926522985925,0-600,LTV_60-70,DTI_0-36,NC,PURCHASE,MULTI_FAMILY,SECOND_HOME
1085,2018-07,247657.39398554215,360,3.691092969905098,650-700,LTV_90-100,DTI_0-36,CA,REFINANCE,CONDO,INVESTMENT
1086,2018-07,159644.02238079693,240,5.933024763379377,750+,LTV_60-70,DTI_36-50,PA,REFINANCE,SINGLE_FAMILY,INVESTMENT
1087,2018-07,457174.32898453396,240,4.614201591606594,650-700,LTV_60-70,DTI_50-63,TX,PURCHASE,MULTI_FAMILY,PRIMARY
1088,2018-07,305595.4312964686,180,4.075587127818162,750+,LTV_60-70,DTI_50-63,CA,REFINANCE,MULTI_FAMILY,SECOND_HOME
1089,2018-07,454228.8791504776,240,2.645858817116396,0-600,LTV_90-100,DTI_63+,IL,PURCHASE,SINGLE_FAMILY,PRIMARY
1090,2018-07,442792.37702132325,240,5.429160876992997,700-750,LTV_90-100,DTI_36-50,NC,PURCHASE,CONDO,PRIMARY
1091,2018-07,267753.1913516659,180,5.700715223701655,600-650,LTV_80-90,DTI_36-50,CA,PURCHASE,SINGLE_FAMILY,INVESTMENT
1092,2018-07,103770.85929743726,240,2.559163407082643,750+,LTV_0-60,DTI_36-50,IL,PURCHASE,SINGLE_FAMILY,SECOND_HOME
1093,2018-07,419600.5279398712,360,6.768918704072311,0-600,LTV_60-70,DTI_50-63,TX,PURCHASE,SINGLE_FAMILY,SECOND_HOME
1094,2018-07,116465.81681869735,240,6.5378421813918814,0-600,LTV_80-90,DTI_0-36,NC,PURCHASE,SINGLE_FAMILY,INVESTMENT
1095,2018-07,491894.0397710504,360,4.933461368872986,650-700,LTV_90-100,DTI_36-50,GA,PURCHASE,MULTI_FAMILY,SECOND_HOME
1096,2018-07,496631.2633183146,360,3.487106592654282,650-700,LTV_0-60,DTI_36-50,IL,PURCHASE,CONDO,PRIMARY
1097,2018-07,228288.21970406407,180,2.504052235434518,750+,LTV_70-80,DTI_0-36,TX,PURCHASE,MULTI_FAMILY,PRIMARY
1098,2018-07,163031.76118085228,360,3.257158294838271,700-750,LTV_0-60,DTI_50-63,GA,REFINANCE,MULTI_FAMILY,PRIMARY
1099,2018-07,261165.15913602366,360,6.343504954271731,650-700,LTV_90-100,DTI_36-50,GA,PURCHASE,SINGLE_FAMILY,SECOND_HOME
1100,2018-07,398309.37233774096,180,7.233306456351647,650-700,LTV_80-90,DTI_63+,MI,PURCHASE,SINGLE_FAMILY,PRIMARY
1101,2018-07,308133.41671875434,360,7.261756165917492,0-600,LTV_60-70,DTI_0-36,GA,PURCHASE,CONDO,SECOND_HOME
1102,2018-07,199087.2583652687,240,5.193084690189106,650-700,LTV_70-80,DTI_0-36,NY,PURCHASE,SINGLE_FAMILY,INVESTMENT
1103,2018-07,265899.03739029105,240,5.271403536662397,750+,LTV_0-60,DTI_50-63,NY,PURCHASE,MULTI_FAMILY,INVESTMENT
1104,2018-07,180535.67153327516,180,3.3278186164203993,0-600,LTV_70-80,DTI_63+,TX,PURCHASE,CONDO,INVESTMENT
1105,2018-07,160637.93747010385,360,5.879615341942101,600-650,LTV_80-90,DTI_0-36,CA,PURCHASE,SINGLE_FAMILY,SECOND_HOME
1106,2018-07,123334.96371874303,180,7.33791466202398,0-600,LTV_0-60,DTI_50-63,PA,PURCHASE,CONDO,INVESTMENT
1107,2018-07,268365.64112722944,240,2.586441953565936,700-750,LTV_0-60,DTI_0-36,PA,PURCHASE,CONDO,INVESTMENT
1108,2018-07,178767.95725600934,360,7.065070169011007,750+,LTV_0-60,DTI_63+,TX,PURCHASE,SINGLE_FAMILY,PRIMARY
1109,2018-07,160064.4924447666,360,3.826592036250795,650-700,LTV_70-80,DTI_0-36,TX,PURCHASE,CONDO,INVESTMENT
1110,2018-07,333166.62334713584,360,4.4076295054072645,700-750,LTV_0-60,DTI_50-63,PA,REFINANCE,MULTI_FAMILY,PRIMARY
1111,2018-07,206404.18683398637,180,4.41482096324637,650-700,LTV_80-90,DTI_0-36,MI,REFINANCE,CONDO,INVESTMENT
1112,2018-07,469210.69886991405,360,6.217572134945488,700-750,LTV_70-80,DTI_63+,MI,PURCHASE,MULTI_FAMILY,SECOND_HOME
1113,2018-07,386573.76429114694,360,3.167847110749316,650-700,LTV_0-60,DTI_0-36,NC,PURCHASE,SINGLE_FAMILY,INVESTMENT
1114,2018-07,379069.7647168446,360,4.321160050372361,700-750,LTV_90-100,DTI_63+,CA,PURCHASE,MULTI_FAMILY,INVESTMENT
1115,2018-07,276789.3382543333,240,4.514284195854017,0-600,LTV_90-100,DTI_63+,OH,PURCHASE,MULTI_FAMILY,INVESTMENT
1116,2018-07,390720.1848372062,360,6.87494355886303,650-700,LTV_70-80,DTI_63+,FL,PURCHASE,SINGLE_FAMILY,INVESTMENT
1117,2018-07,467306.37686422485,180,3.5164157950215387,700-750,LTV_70-80,DTI_63+,MI,REFINANCE,CONDO,SECOND_HOME
1118,2018-07,428144.34880464594,240,3.2661779065097205,750+,LTV_90-100,DTI_50-63,MI,REFINANCE,CONDO,SECOND_HOME
1119,2018-07,312161.54911806947,360,5.232341354587623,650-700,LTV_0-60,DTI_63+,PA,PURCHASE,CONDO,INVESTMENT
1120,2018-07,422536.90486025286,360,4.221219072180675,700-750,LTV_70-80,DTI_36-50,NY,PURCHASE,MULTI_FAMILY,PRIMARY
1121,2018-07,391316.83269931324,180,4.687915312005906,650-700,LTV_80-90,DTI_36-50,TX,PURCHASE,SINGLE_FAMILY,PRIMARY
1122,2018-07,189694.94224385958,360,6.5379400805710866,650-700,LTV_60-70,DTI_63+,IL,REFINANCE,CONDO,PRIMARY
1123,2018-07,302417.1199106155,240,6.348141774847278,650-700,LTV_90-100,DTI_36-50,TX,REFINANCE,SINGLE_FAMILY,INVESTMENT
1124,2018-07,483621.4490623099,240,6.50953824281155,750+,LTV_70-80,DTI_63+,IL,REFINANCE,CONDO,SECOND_HOME
1125,2018-07,177703.89084046002,360,3.5462910439830693,0-600,LTV_80-90,DTI_0-36,FL,PURCHASE,MULTI_FAMILY,PRIMARY
1126,2018-07,279320.385513689,360,6.019979727558464,0-600,LTV_60-70,DTI_63+,PA,REFINANCE,CONDO,PRIMARY
1127,2018-07,337193.22210666724,360,5.322387905945384,600-650,LTV_70-80,DTI_36-50,PA,REFINANCE,SINGLE_FAMILY,INVESTMENT
1128,2018-07,287311.8038259212,360,6.633384878597119,0-600,LTV_90-100,DTI_63+,NC,REFINANCE,MULTI_FAMILY,INVESTMENT
1129,2018-07,260394.20771426492,360,3.9443275021941364,0-600,LTV_90-100,DTI_36-50,CA,PURCHASE,MULTI_FAMILY,INVESTMENT
1130,2018-07,167013.60344399145,360,3.1154859718526935,0-600,LTV_0-60,DTI_36-50,IL,PURCHASE,SINGLE_FAMILY,PRIMARY
1131,2018-07,407404.5877990889,180,4.74949551513538,0-600,LTV_60-70,DTI_50-63,OH,REFINANCE,CONDO,SECOND_HOME
1132,2018-07,241576.83688807877,240,3.575948729507914,650-700,LTV_80-90,DTI_50-63,OH,PURCHASE,SINGLE_FAMILY,INVESTMENT
1133,2018-07,117693.0240637117,180,7.031690619028315,0-600,LTV_70-80,DTI_36-50,OH,PURCHASE,SINGLE_FAMILY,PRIMARY
1134,2018-07,207630.27365488713,240,4.8403358368129785,0-600,LTV_0-60,DTI_63+,TX,PURCHASE,SINGLE_FAMILY,PRIMARY
1135,2018-07,326364.28284169745,360,5.500701000987479,0-600,LTV_70-80,DTI_36-50,TX,PURCHASE,SINGLE_FAMILY,PRIMARY
1136,2018-07,497112.72781044623,180,4.1461578341528735,650-700,LTV_0-60,DTI_63+,TX,REFINANCE,MULTI_FAMILY,SECOND_HOME
1137,2018-07,282734.8665623792,180,2.678715329569705,700-750,LTV_60-70,DTI_0-36,NY,PURCHASE,SINGLE_FAMILY,INVESTMENT
1138,2018-07,195883.33813830995,360,4.042909450613486,750+,LTV_0-60,DTI_36-50,IL,REFINANCE,CONDO,PRIMARY
1139,2018-07,253065.15550982417,180,4.034763226527121,600-650,LTV_80-90,DTI_63+,TX,PURCHASE,MULTI_FAMILY,SECOND_HOME
1140,2018-07,204513.1543100981,360,7.148291549207835,750+,LTV_60-70,DTI_36-50,CA,REFINANCE,CONDO,SECOND_HOME
1141,2018-07,232131.3350410599,360,2.713289533602909,650-700,LTV_70-80,DTI_50-63,OH,REFINANCE,CONDO,PRIMARY
1142,2018-07,218405.60543966005,360,2.5153320974155644,0-600,LTV_90-100,DTI_0-36,CA,REFINANCE,CONDO,PRIMARY
